filename,信号数,平均收益,胜率,最大收益,最大亏损,盈亏比,策略评分
000850.SZ_华茂股份.csv,1,1.04%,100.00%,1.04%,1.04%,0.01,0.01
000852.SZ_石化机械.csv,3,3.79%,66.67%,10.83%,-2.69%,2.608,1.739
000856.SZ_冀东装备.csv,5,2.39%,60.00%,5.45%,-2.17%,2.894,1.736
000858.SZ_五粮液.csv,6,3.39%,83.33%,9.76%,-0.19%,22.145,18.454
000859.SZ_国风新材.csv,7,2.54%,57.14%,8.46%,-2.28%,4.272,2.441
000860.SZ_顺鑫农业.csv,5,3.86%,80.00%,13.10%,-4.14%,1.415,1.132
000862.SZ_银星能源.csv,3,11.83%,33.33%,45.45%,-8.48%,9.119,3.04
000863.SZ_三湘印象.csv,7,4.54%,85.71%,12.64%,-0.25%,21.084,18.072
000868.SZ_安凯客车.csv,4,5.33%,100.00%,7.74%,3.38%,0.053,0.053
000869.SZ_张裕A.csv,7,0.55%,28.57%,5.97%,-3.36%,3.57,1.02
000875.SZ_吉电股份.csv,4,-1.72%,25.00%,1.43%,-6.02%,0.516,0.129
000876.SZ_新希望.csv,6,1.28%,83.33%,2.23%,0.00%,0.013,0.011
000877.SZ_天山股份.csv,5,-4.39%,20.00%,1.05%,-13.02%,0.183,0.037
000878.SZ_云南铜业.csv,3,-5.27%,0.00%,-1.35%,-8.21%,0.0,0.0
000880.SZ_潍柴重机.csv,3,8.25%,100.00%,13.35%,5.42%,0.083,0.083
000881.SZ_中广核技.csv,4,5.47%,75.00%,12.37%,-3.19%,2.615,1.962
000882.SZ_华联股份.csv,8,-0.33%,37.50%,8.60%,-10.52%,1.449,0.543
000883.SZ_湖北能源.csv,5,-0.65%,40.00%,2.22%,-4.57%,0.776,0.31
000885.SZ_城发环境.csv,3,-1.42%,33.33%,6.02%,-5.48%,1.171,0.39
000886.SZ_海南高速.csv,1,0.37%,100.00%,0.37%,0.37%,0.004,0.004
000887.SZ_中鼎股份.csv,14,4.96%,78.57%,14.50%,-4.13%,2.65,2.082
000888.SZ_峨眉山A.csv,15,1.89%,60.00%,10.44%,-4.76%,1.629,0.978
000889.SZ_中嘉博创.csv,11,-1.08%,36.36%,11.62%,-11.26%,1.217,0.443
000890.SZ_法尔胜.csv,6,4.47%,83.33%,16.24%,-2.26%,2.571,2.142
000892.SZ_欢瑞世纪.csv,11,-1.16%,45.45%,3.49%,-8.74%,0.507,0.23
000893.SZ_亚钾国际.csv,11,2.24%,72.73%,11.02%,-5.37%,1.273,0.926
000895.SZ_双汇发展.csv,16,-0.58%,56.25%,4.69%,-8.27%,0.522,0.294
000897.SZ_津滨发展.csv,6,8.63%,50.00%,32.74%,-5.84%,4.826,2.413
000898.SZ_鞍钢股份.csv,3,0.21%,33.33%,2.21%,-1.16%,2.793,0.931
000899.SZ_赣能股份.csv,4,-1.22%,50.00%,5.17%,-7.95%,0.677,0.338
000900.SZ_现代投资.csv,9,0.44%,33.33%,8.33%,-4.01%,2.651,0.884
000901.SZ_航天科技.csv,5,9.43%,60.00%,45.70%,-11.75%,3.005,1.803
000902.SZ_新洋丰.csv,7,-0.37%,57.14%,11.57%,-10.37%,0.655,0.374
000903.SZ_云内动力.csv,3,-0.62%,33.33%,0.69%,-1.67%,0.544,0.181
000905.SZ_厦门港务.csv,6,-1.85%,50.00%,4.83%,-7.12%,0.381,0.191
000906.SZ_浙商中拓.csv,9,2.29%,77.78%,11.64%,-9.47%,0.875,0.681
000909.SZ_ST数源.csv,8,-1.78%,50.00%,17.11%,-25.09%,0.719,0.359
000910.SZ_大亚圣象.csv,5,2.23%,80.00%,10.23%,-5.26%,0.779,0.624
000911.SZ_广农糖业.csv,5,4.27%,100.00%,7.46%,1.81%,0.043,0.043
000912.SZ_泸天化.csv,5,-0.28%,80.00%,5.34%,-7.64%,0.204,0.164
000913.SZ_钱江摩托.csv,5,3.79%,60.00%,15.56%,-13.88%,1.483,0.89
000915.SZ_华特达因.csv,10,5.49%,50.00%,61.75%,-7.72%,3.512,1.756
000917.SZ_电广传媒.csv,5,-4.34%,40.00%,1.83%,-11.31%,0.134,0.054
000919.SZ_金陵药业.csv,6,-0.08%,33.33%,3.18%,-1.95%,1.782,0.594
000920.SZ_沃顿科技.csv,5,1.82%,60.00%,9.74%,-8.96%,1.195,0.717
000921.SZ_海信家电.csv,4,0.83%,75.00%,3.82%,-7.15%,0.489,0.367
000922.SZ_佳电股份.csv,5,1.03%,80.00%,4.05%,-0.86%,1.757,1.405
000923.SZ_河钢资源.csv,2,6.40%,100.00%,8.09%,4.71%,0.064,0.064
000925.SZ_众合科技.csv,6,-3.94%,0.00%,-0.99%,-8.70%,0.0,0.0
000926.SZ_福星股份.csv,7,4.56%,71.43%,19.57%,-3.14%,4.365,3.118
000927.SZ_中国铁物.csv,11,0.22%,45.45%,8.48%,-7.68%,1.136,0.516
000928.SZ_中钢国际.csv,4,4.65%,75.00%,14.87%,-2.87%,2.491,1.868
000930.SZ_中粮科技.csv,5,10.38%,60.00%,39.80%,-1.63%,18.384,11.03
000931.SZ_中关村.csv,9,8.53%,100.00%,22.59%,2.45%,0.085,0.085
000932.SZ_华菱钢铁.csv,1,-0.36%,0.00%,-0.36%,-0.36%,0.0,0.0
000933.SZ_神火股份.csv,2,1.90%,50.00%,7.94%,-4.14%,1.919,0.959
000935.SZ_四川双马.csv,5,-0.23%,40.00%,7.74%,-4.34%,1.354,0.542
000936.SZ_华西股份.csv,3,-0.83%,33.33%,0.59%,-1.94%,0.381,0.127
000937.SZ_冀中能源.csv,6,1.83%,83.33%,12.85%,-7.36%,0.498,0.415
000938.SZ_紫光股份.csv,6,-0.37%,50.00%,7.51%,-11.10%,0.872,0.436
000948.SZ_南天信息.csv,1,39.57%,100.00%,39.57%,39.57%,0.396,0.396
000949.SZ_新乡化纤.csv,6,-0.99%,33.33%,3.44%,-5.58%,0.937,0.312
000950.SZ_重药控股.csv,4,-4.49%,25.00%,1.46%,-8.85%,0.226,0.056
000951.SZ_中国重汽.csv,9,6.02%,77.78%,28.27%,-1.58%,5.849,4.55
000952.SZ_广济药业.csv,8,7.54%,87.50%,19.72%,-3.77%,2.425,2.122
000953.SZ_河化股份.csv,16,1.40%,50.00%,22.18%,-13.39%,1.444,0.722
000955.SZ_欣龙控股.csv,7,3.48%,85.71%,7.42%,-2.76%,1.64,1.406
000957.SZ_中通客车.csv,4,1.24%,50.00%,8.34%,-6.94%,1.577,0.789
000958.SZ_电投产融.csv,16,1.93%,62.50%,19.27%,-11.76%,1.08,0.675
000959.SZ_首钢股份.csv,3,2.47%,66.67%,12.04%,-5.28%,1.202,0.801
000960.SZ_锡业股份.csv,1,2.80%,100.00%,2.80%,2.80%,0.028,0.028
000962.SZ_东方钽业.csv,1,35.69%,100.00%,35.69%,35.69%,0.357,0.357
000963.SZ_华东医药.csv,11,2.75%,72.73%,13.35%,-5.80%,1.438,1.046
000965.SZ_天保基建.csv,3,-2.97%,33.33%,3.58%,-6.59%,0.573,0.191
000966.SZ_长源电力.csv,5,1.20%,40.00%,4.83%,-0.79%,7.306,2.922
000967.SZ_盈峰环境.csv,10,-0.86%,50.00%,2.05%,-5.87%,0.392,0.196
000968.SZ_蓝焰控股.csv,2,-0.20%,50.00%,1.30%,-1.69%,0.766,0.383
000969.SZ_安泰科技.csv,5,-0.16%,40.00%,5.74%,-4.37%,1.368,0.547
000970.SZ_中科三环.csv,1,9.18%,100.00%,9.18%,9.18%,0.092,0.092
000973.SZ_佛塑科技.csv,4,-2.68%,25.00%,3.20%,-6.85%,0.69,0.172
000975.SZ_山金国际.csv,1,-4.33%,0.00%,-4.33%,-4.33%,0.0,0.0
000977.SZ_浪潮信息.csv,9,9.94%,77.78%,36.18%,-7.23%,2.415,1.878
000978.SZ_桂林旅游.csv,4,4.11%,75.00%,7.36%,-1.58%,3.796,2.847
000980.SZ_众泰汽车.csv,3,9.40%,100.00%,12.54%,6.35%,0.094,0.094
000981.SZ_山子高科.csv,16,-1.71%,31.25%,21.25%,-12.16%,1.385,0.433
000985.SZ_大庆华科.csv,2,0.01%,50.00%,0.99%,-0.96%,1.025,0.513
000987.SZ_越秀资本.csv,2,5.41%,100.00%,6.11%,4.72%,0.054,0.054
000988.SZ_华工科技.csv,4,13.25%,75.00%,46.60%,0.00%,0.132,0.099
000989.SZ_九芝堂.csv,10,-1.54%,30.00%,5.21%,-7.34%,0.814,0.244
000990.SZ_诚志股份.csv,9,7.47%,77.78%,20.36%,-5.55%,3.187,2.479
000993.SZ_闽东电力.csv,0,N/A,N/A,N/A,N/A,,
000995.SZ_皇台酒业.csv,23,-3.04%,47.83%,9.78%,-18.58%,0.349,0.167
000997.SZ_新大陆.csv,3,-0.75%,66.67%,1.76%,-4.99%,0.274,0.183
000998.SZ_隆平高科.csv,7,-3.02%,0.00%,-0.27%,-10.65%,0.0,0.0
000999.SZ_华润三九.csv,7,0.41%,42.86%,7.52%,-3.55%,2.022,0.867
001201.SZ_东瑞股份.csv,2,1.22%,100.00%,2.07%,0.38%,0.012,0.012
001202.SZ_炬申股份.csv,2,16.04%,100.00%,20.04%,12.04%,0.16,0.16
001203.SZ_大中矿业.csv,0,N/A,N/A,N/A,N/A,,
001205.SZ_盛航股份.csv,3,5.83%,66.67%,16.99%,-3.05%,3.363,2.242
001206.SZ_依依股份.csv,4,6.19%,75.00%,16.45%,-8.27%,1.331,0.998
001207.SZ_联科科技.csv,0,N/A,N/A,N/A,N/A,,
001208.SZ_华菱线缆.csv,2,2.49%,50.00%,7.10%,-2.13%,3.337,1.669
001209.SZ_洪兴股份.csv,1,-4.28%,0.00%,-4.28%,-4.28%,0.0,0.0
001210.SZ_金房能源.csv,3,12.73%,66.67%,28.64%,-1.54%,12.869,8.579
001211.SZ_双枪科技.csv,4,10.27%,100.00%,29.47%,2.22%,0.103,0.103
001212.SZ_中旗新材.csv,0,N/A,N/A,N/A,N/A,,
001213.SZ_中铁特货.csv,0,N/A,N/A,N/A,N/A,,
001215.SZ_千味央厨.csv,2,-5.31%,0.00%,-5.09%,-5.53%,0.0,0.0
001216.SZ_华瓷股份.csv,1,-2.30%,0.00%,-2.30%,-2.30%,0.0,0.0
001217.SZ_华尔泰.csv,0,N/A,N/A,N/A,N/A,,
001218.SZ_丽臣实业.csv,5,4.92%,100.00%,11.02%,0.58%,0.049,0.049
001219.SZ_青岛食品.csv,1,3.61%,100.00%,3.61%,3.61%,0.036,0.036
001222.SZ_源飞宠物.csv,0,N/A,N/A,N/A,N/A,,
001223.SZ_欧克科技.csv,0,N/A,N/A,N/A,N/A,,
001225.SZ_和泰机电.csv,0,N/A,N/A,N/A,N/A,,
001226.SZ_拓山重工.csv,1,8.77%,100.00%,8.77%,8.77%,0.088,0.088
001227.SZ_兰州银行.csv,1,-0.33%,0.00%,-0.33%,-0.33%,0.0,0.0
001228.SZ_永泰运.csv,1,-0.80%,0.00%,-0.80%,-0.80%,0.0,0.0
001229.SZ_魅视科技.csv,2,-0.16%,50.00%,0.61%,-0.93%,0.658,0.329
001230.SZ_劲旅环境.csv,0,N/A,N/A,N/A,N/A,,
001231.SZ_农心科技.csv,2,15.95%,100.00%,23.01%,8.89%,0.159,0.159
001234.SZ_泰慕士.csv,4,8.67%,50.00%,25.14%,-5.10%,5.18,2.59
001236.SZ_弘业期货.csv,0,N/A,N/A,N/A,N/A,,
001238.SZ_浙江正特.csv,0,N/A,N/A,N/A,N/A,,
001239.SZ_永达股份.csv,0,N/A,N/A,N/A,N/A,,
001255.SZ_博菲电气.csv,1,0.18%,100.00%,0.18%,0.18%,0.002,0.002
001256.SZ_炜冈科技.csv,2,9.45%,100.00%,13.13%,5.78%,0.095,0.095
001258.SZ_立新能源.csv,0,N/A,N/A,N/A,N/A,,
001259.SZ_利仁科技.csv,2,0.27%,50.00%,0.98%,-0.44%,2.239,1.12
001260.SZ_坤泰股份.csv,0,N/A,N/A,N/A,N/A,,
001266.SZ_宏英智能.csv,1,7.37%,100.00%,7.37%,7.37%,0.074,0.074
001267.SZ_汇绿生态.csv,1,-5.11%,0.00%,-5.11%,-5.11%,0.0,0.0
001268.SZ_联合精密.csv,2,3.11%,100.00%,4.37%,1.85%,0.031,0.031
001269.SZ_欧晶科技.csv,0,N/A,N/A,N/A,N/A,,
001277.SZ_速达股份.csv,0,N/A,N/A,N/A,N/A,,
001278.SZ_一彬科技.csv,1,-1.80%,0.00%,-1.80%,-1.80%,0.0,0.0
001279.SZ_强邦新材.csv,0,N/A,N/A,N/A,N/A,,
001282.SZ_三联锻造.csv,0,N/A,N/A,N/A,N/A,,
001283.SZ_豪鹏科技.csv,1,14.04%,100.00%,14.04%,14.04%,0.14,0.14
001286.SZ_陕西能源.csv,0,N/A,N/A,N/A,N/A,,
001287.SZ_中电港.csv,0,N/A,N/A,N/A,N/A,,
001288.SZ_运机集团.csv,0,N/A,N/A,N/A,N/A,,
001289.SZ_龙源电力.csv,1,-5.00%,0.00%,-5.00%,-5.00%,0.0,0.0
001296.SZ_长江材料.csv,2,2.34%,50.00%,6.37%,-1.70%,3.746,1.873
001298.SZ_好上好.csv,1,0.16%,100.00%,0.16%,0.16%,0.002,0.002
001299.SZ_美能能源.csv,1,13.95%,100.00%,13.95%,13.95%,0.139,0.139
001300.SZ_三柏硕.csv,2,15.03%,50.00%,30.44%,-0.38%,79.081,39.54
001301.SZ_尚太科技.csv,0,N/A,N/A,N/A,N/A,,
001306.SZ_夏厦精密.csv,0,N/A,N/A,N/A,N/A,,
001308.SZ_康冠科技.csv,1,9.12%,100.00%,9.12%,9.12%,0.091,0.091
001309.SZ_德明利.csv,0,N/A,N/A,N/A,N/A,,
001311.SZ_多利科技.csv,3,1.76%,66.67%,4.53%,-3.39%,1.278,0.852
001313.SZ_粤海饲料.csv,2,6.25%,100.00%,11.36%,1.13%,0.062,0.062
001314.SZ_亿道信息.csv,0,N/A,N/A,N/A,N/A,,
001316.SZ_润贝航科.csv,1,1.09%,100.00%,1.09%,1.09%,0.011,0.011
001317.SZ_三羊马.csv,0,N/A,N/A,N/A,N/A,,
001318.SZ_阳光乳业.csv,0,N/A,N/A,N/A,N/A,,
001319.SZ_铭科精技.csv,2,12.19%,100.00%,15.02%,9.36%,0.122,0.122
001322.SZ_箭牌家居.csv,3,3.68%,66.67%,8.70%,-3.11%,2.278,1.519
001323.SZ_慕思股份.csv,1,0.57%,100.00%,0.57%,0.57%,0.006,0.006
001324.SZ_长青科技.csv,0,N/A,N/A,N/A,N/A,,
001326.SZ_联域股份.csv,0,N/A,N/A,N/A,N/A,,
001328.SZ_登康口腔.csv,0,N/A,N/A,N/A,N/A,,
001330.SZ_博纳影业.csv,1,9.11%,100.00%,9.11%,9.11%,0.091,0.091
001331.SZ_胜通能源.csv,2,5.85%,50.00%,14.37%,-2.66%,5.401,2.701
001332.SZ_锡装股份.csv,0,N/A,N/A,N/A,N/A,,
001333.SZ_光华股份.csv,1,-6.53%,0.00%,-6.53%,-6.53%,0.0,0.0
001335.SZ_信凯科技.csv,0,N/A,N/A,N/A,N/A,,
001336.SZ_楚环科技.csv,1,11.91%,100.00%,11.91%,11.91%,0.119,0.119
001337.SZ_四川黄金.csv,1,-1.65%,0.00%,-1.65%,-1.65%,0.0,0.0
001338.SZ_永顺泰.csv,0,N/A,N/A,N/A,N/A,,
001339.SZ_智微智能.csv,0,N/A,N/A,N/A,N/A,,
001356.SZ_富岭股份.csv,0,N/A,N/A,N/A,N/A,,
001358.SZ_兴欣新材.csv,0,N/A,N/A,N/A,N/A,,
001359.SZ_平安电工.csv,0,N/A,N/A,N/A,N/A,,
001360.SZ_南矿集团.csv,0,N/A,N/A,N/A,N/A,,
001366.SZ_播恩集团.csv,0,N/A,N/A,N/A,N/A,,
001367.SZ_海森药业.csv,1,2.37%,100.00%,2.37%,2.37%,0.024,0.024
001368.SZ_通达创智.csv,0,N/A,N/A,N/A,N/A,,
001373.SZ_翔腾新材.csv,0,N/A,N/A,N/A,N/A,,
001376.SZ_百通能源.csv,3,12.99%,100.00%,17.06%,6.14%,0.13,0.13
001378.SZ_德冠新材.csv,0,N/A,N/A,N/A,N/A,,
001379.SZ_腾达科技.csv,0,N/A,N/A,N/A,N/A,,
001380.SZ_华纬科技.csv,1,2.11%,100.00%,2.11%,2.11%,0.021,0.021
001382.SZ_新亚电缆.csv,0,N/A,N/A,N/A,N/A,,
001387.SZ_雪祺电气.csv,1,6.03%,100.00%,6.03%,6.03%,0.06,0.06
001389.SZ_广合科技.csv,0,N/A,N/A,N/A,N/A,,
001390.SZ_古麒绒材.csv,0,N/A,N/A,N/A,N/A,,
001391.SZ_国货航.csv,0,N/A,N/A,N/A,N/A,,
001395.SZ_亚联机械.csv,0,N/A,N/A,N/A,N/A,,
001400.SZ_江顺科技.csv,0,N/A,N/A,N/A,N/A,,
001696.SZ_宗申动力.csv,4,1.93%,50.00%,9.76%,-9.17%,1.694,0.847
001872.SZ_招商港口.csv,1,-0.89%,0.00%,-0.89%,-0.89%,0.0,0.0
001896.SZ_豫能控股.csv,5,-4.03%,20.00%,2.97%,-10.63%,0.514,0.103
001914.SZ_招商积余.csv,6,5.13%,83.33%,12.54%,-2.33%,2.839,2.366
001965.SZ_招商公路.csv,2,2.48%,50.00%,5.93%,-0.98%,6.05,3.025
001979.SZ_招商蛇口.csv,1,11.50%,100.00%,11.50%,11.50%,0.115,0.115
002001.SZ_新和成.csv,3,2.36%,66.67%,4.06%,-1.05%,3.873,2.582
002003.SZ_伟星股份.csv,6,5.73%,83.33%,10.12%,-4.17%,1.85,1.542
002004.SZ_华邦健康.csv,5,-2.31%,20.00%,2.26%,-7.81%,0.656,0.131
002005.SZ_ST德豪.csv,21,1.88%,66.67%,16.28%,-18.73%,0.91,0.607
002006.SZ_精工科技.csv,5,-0.08%,80.00%,4.24%,-9.91%,0.24,0.192
002007.SZ_华兰生物.csv,10,1.33%,80.00%,8.95%,-6.89%,0.591,0.472
002008.SZ_大族激光.csv,9,3.21%,88.89%,10.17%,-2.31%,1.688,1.5
002009.SZ_天奇股份.csv,2,4.58%,50.00%,9.57%,-0.41%,23.343,11.671
002010.SZ_传化智联.csv,6,3.61%,100.00%,10.57%,0.92%,0.036,0.036
002011.SZ_盾安环境.csv,7,1.20%,71.43%,8.28%,-8.02%,0.674,0.481
002012.SZ_凯恩股份.csv,14,3.49%,64.29%,30.90%,-12.50%,1.353,0.87
002014.SZ_永新股份.csv,5,1.50%,60.00%,6.37%,-1.56%,2.319,1.391
002015.SZ_协鑫能科.csv,4,-2.71%,50.00%,2.05%,-10.84%,0.211,0.105
002016.SZ_世荣兆业.csv,12,4.71%,75.00%,22.98%,-6.67%,2.76,2.07
002017.SZ_东信和平.csv,6,8.41%,66.67%,50.49%,-4.83%,4.704,3.136
002019.SZ_亿帆医药.csv,8,8.03%,100.00%,13.65%,1.36%,0.08,0.08
002020.SZ_京新药业.csv,13,0.07%,61.54%,13.02%,-18.83%,0.642,0.395
002021.SZ_中捷资源.csv,17,2.96%,58.82%,20.37%,-5.33%,2.55,1.5
002022.SZ_科华生物.csv,8,-0.73%,62.50%,10.29%,-12.69%,0.466,0.291
002023.SZ_海特高新.csv,4,12.96%,100.00%,32.15%,4.36%,0.13,0.13
002024.SZ_ST易购.csv,11,-2.31%,27.27%,2.45%,-7.53%,0.555,0.151
002025.SZ_航天电器.csv,3,17.17%,66.67%,46.44%,-0.56%,46.584,31.056
002026.SZ_山东威达.csv,6,9.55%,83.33%,43.73%,-4.59%,2.696,2.246
002027.SZ_分众传媒.csv,6,2.66%,83.33%,10.19%,-2.63%,1.413,1.178
002028.SZ_思源电气.csv,6,0.47%,83.33%,1.40%,-1.10%,0.71,0.592
002029.SZ_七匹狼.csv,11,1.19%,54.55%,14.27%,-6.58%,1.444,0.788
002030.SZ_达安基因.csv,8,7.49%,37.50%,52.20%,-4.20%,8.78,3.292
002031.SZ_巨轮智能.csv,6,-0.03%,50.00%,7.48%,-6.40%,0.656,0.328
002032.SZ_苏泊尔.csv,9,1.20%,44.44%,10.26%,-2.40%,3.893,1.73
002033.SZ_丽江股份.csv,3,0.87%,33.33%,6.10%,-3.18%,3.507,1.169
002034.SZ_旺能环境.csv,11,5.25%,72.73%,36.49%,-19.91%,0.864,0.629
002035.SZ_华帝股份.csv,7,-9.64%,57.14%,3.18%,-35.39%,0.091,0.052
002036.SZ_联创电子.csv,11,2.08%,45.45%,18.65%,-7.09%,2.722,1.237
002037.SZ_保利联合.csv,8,2.93%,50.00%,25.84%,-7.04%,2.562,1.281
002038.SZ_双鹭药业.csv,6,2.09%,66.67%,8.08%,-6.31%,1.142,0.761
002039.SZ_黔源电力.csv,5,1.12%,60.00%,4.83%,-4.45%,1.448,0.869
002040.SZ_南京港.csv,3,5.60%,100.00%,5.63%,5.58%,0.056,0.056
002041.SZ_登海种业.csv,5,-1.94%,60.00%,16.95%,-18.95%,0.443,0.266
002042.SZ_华孚时尚.csv,13,-4.17%,7.69%,3.43%,-13.51%,0.655,0.05
002043.SZ_兔宝宝.csv,5,-2.10%,0.00%,-0.54%,-5.78%,0.0,0.0
002044.SZ_美年健康.csv,12,4.97%,58.33%,58.87%,-9.66%,2.581,1.506
002045.SZ_国光电器.csv,9,0.57%,44.44%,7.98%,-6.52%,1.788,0.795
002046.SZ_国机精工.csv,2,23.53%,50.00%,47.31%,-0.26%,181.683,90.841
002048.SZ_宁波华翔.csv,9,-0.30%,33.33%,6.17%,-6.17%,1.371,0.457
002049.SZ_紫光国微.csv,8,8.21%,87.50%,46.44%,-1.16%,8.253,7.222
002050.SZ_三花智控.csv,10,2.66%,70.00%,14.32%,-7.77%,1.164,0.815
002051.SZ_中工国际.csv,6,8.05%,66.67%,35.23%,-4.52%,3.556,2.37
002053.SZ_云南能投.csv,5,8.98%,40.00%,47.75%,-7.86%,8.172,3.269
002054.SZ_德美化工.csv,5,8.95%,80.00%,47.08%,-6.86%,1.882,1.506
002055.SZ_得润电子.csv,4,4.97%,75.00%,15.04%,-7.11%,1.264,0.948
002056.SZ_横店东磁.csv,10,-0.77%,50.00%,8.47%,-7.16%,0.594,0.297
002057.SZ_中钢天源.csv,4,1.76%,50.00%,4.89%,-2.41%,3.638,1.819
002059.SZ_云南旅游.csv,10,3.78%,50.00%,30.12%,-8.84%,2.923,1.461
002060.SZ_广东建工.csv,6,1.19%,50.00%,5.02%,-1.13%,3.687,1.843
002061.SZ_浙江交科.csv,9,-1.87%,33.33%,4.91%,-10.36%,0.663,0.221
002062.SZ_宏润建设.csv,6,-0.07%,33.33%,18.78%,-7.63%,1.96,0.653
002063.SZ_远光软件.csv,5,7.19%,100.00%,17.01%,0.70%,0.072,0.072
002064.SZ_华峰化学.csv,8,5.15%,75.00%,30.74%,-6.73%,1.887,1.415
002065.SZ_东华软件.csv,18,4.11%,72.22%,15.26%,-6.61%,2.248,1.624
002066.SZ_瑞泰科技.csv,3,0.79%,33.33%,7.40%,-4.94%,2.94,0.98
002067.SZ_景兴纸业.csv,6,-2.41%,0.00%,0.00%,-4.92%,0.0,0.0
002068.SZ_黑猫股份.csv,5,3.83%,100.00%,11.61%,0.14%,0.038,0.038
002069.SZ_獐子岛.csv,19,2.83%,63.16%,13.33%,-15.80%,1.8,1.137
002072.SZ_凯瑞德.csv,17,3.30%,64.71%,26.75%,-18.26%,1.292,0.836
002073.SZ_软控股份.csv,10,3.41%,60.00%,41.54%,-7.47%,1.6,0.96
002074.SZ_国轩高科.csv,7,1.99%,71.43%,5.97%,-5.16%,1.274,0.91
002075.SZ_沙钢股份.csv,10,6.36%,60.00%,73.24%,-27.88%,1.703,1.022
002077.SZ_大港股份.csv,15,0.40%,60.00%,10.43%,-11.20%,0.776,0.466
002078.SZ_太阳纸业.csv,3,-3.26%,0.00%,-0.56%,-5.29%,0.0,0.0
002079.SZ_苏州固锝.csv,3,-3.11%,0.00%,-0.94%,-5.86%,0.0,0.0
002080.SZ_中材科技.csv,6,2.81%,66.67%,11.10%,-5.31%,1.764,1.176
002081.SZ_金螳螂.csv,12,4.92%,66.67%,18.95%,-2.51%,4.733,3.155
002082.SZ_万邦德.csv,2,8.55%,100.00%,10.12%,6.97%,0.085,0.085
002083.SZ_孚日股份.csv,11,1.49%,72.73%,10.69%,-9.42%,0.715,0.52
002084.SZ_海鸥住工.csv,5,18.40%,80.00%,46.50%,-1.96%,12.007,9.606
002085.SZ_万丰奥威.csv,10,-16.40%,50.00%,16.55%,-62.12%,0.141,0.07
002086.SZ_东方海洋.csv,11,4.85%,72.73%,18.44%,-12.12%,1.895,1.378
002088.SZ_鲁阳节能.csv,14,1.27%,57.14%,7.46%,-9.62%,1.261,0.72
002090.SZ_金智科技.csv,7,0.99%,28.57%,13.87%,-2.69%,4.888,1.397
002091.SZ_江苏国泰.csv,2,6.12%,100.00%,8.66%,3.59%,0.061,0.061
002092.SZ_中泰化学.csv,6,5.05%,50.00%,32.24%,-9.60%,3.452,1.726
002093.SZ_国脉科技.csv,3,-3.66%,0.00%,-0.63%,-7.98%,0.0,0.0
002094.SZ_青岛金王.csv,14,1.32%,50.00%,15.89%,-10.30%,1.706,0.853
002095.SZ_生意宝.csv,3,16.08%,100.00%,40.92%,3.00%,0.161,0.161
002096.SZ_易普力.csv,8,-2.53%,37.50%,7.35%,-11.11%,0.548,0.205
002097.SZ_山河智能.csv,6,-0.31%,33.33%,7.49%,-5.31%,1.71,0.57
002098.SZ_浔兴股份.csv,5,5.06%,80.00%,25.79%,-27.01%,0.484,0.387
002099.SZ_海翔药业.csv,7,-3.73%,14.29%,6.59%,-9.79%,1.21,0.173
002100.SZ_天康生物.csv,3,3.50%,66.67%,10.22%,-2.18%,2.911,1.941
002101.SZ_广东鸿图.csv,4,1.36%,75.00%,3.79%,-2.55%,1.044,0.783
002102.SZ_能特科技.csv,19,2.19%,47.37%,23.31%,-7.11%,2.595,1.229
002103.SZ_广博股份.csv,8,0.28%,62.50%,7.99%,-6.65%,0.702,0.439
002104.SZ_恒宝股份.csv,4,-1.49%,50.00%,7.35%,-10.21%,0.648,0.324
002105.SZ_信隆健康.csv,2,1.04%,50.00%,6.22%,-4.14%,1.502,0.751
002106.SZ_莱宝高科.csv,2,7.48%,50.00%,18.34%,-3.39%,5.411,2.705
002107.SZ_沃华医药.csv,15,0.07%,40.00%,18.40%,-15.33%,1.53,0.612
002108.SZ_沧州明珠.csv,9,9.40%,77.78%,24.03%,-2.02%,7.453,5.797
002109.SZ_兴化股份.csv,10,3.11%,50.00%,16.94%,-5.19%,4.038,2.019
002110.SZ_三钢闽光.csv,2,-5.66%,50.00%,0.36%,-11.68%,0.031,0.015
002111.SZ_威海广泰.csv,8,8.13%,87.50%,17.84%,-7.06%,1.459,1.277
002112.SZ_三变科技.csv,6,1.69%,66.67%,4.39%,-2.52%,1.914,1.276
002114.SZ_罗平锌电.csv,8,4.53%,87.50%,13.66%,-5.28%,1.123,0.983
002115.SZ_三维通信.csv,6,5.39%,66.67%,17.82%,-6.52%,1.836,1.224
002116.SZ_中国海诚.csv,5,-2.08%,20.00%,0.24%,-5.87%,0.092,0.018
002117.SZ_东港股份.csv,4,15.12%,75.00%,52.97%,-3.88%,5.527,4.145
002119.SZ_康强电子.csv,6,15.87%,83.33%,54.38%,-1.62%,11.969,9.975
002120.SZ_韵达股份.csv,9,0.65%,55.56%,7.01%,-5.73%,1.218,0.677
002121.SZ_科陆电子.csv,15,2.02%,46.67%,19.45%,-12.05%,2.272,1.06
002122.SZ_汇洲智能.csv,10,0.53%,60.00%,17.34%,-14.18%,0.75,0.45
002123.SZ_梦网科技.csv,6,4.67%,66.67%,30.54%,-14.23%,1.357,0.905
002124.SZ_天邦食品.csv,2,-4.02%,0.00%,-3.02%,-5.02%,0.0,0.0
